speaker,text,start,end,image_description,confidence,emotion,emocional_confidence,answer_gpt_l_q,video_id,whisper_model
SPEAKER_00," É urgente, a Rússia tá sendo alvo nesse momento de uma tentativa de golpe de Estado  que ameaça colocar fim ao regime Putin, e você precisa entender o que tá acontecendo.",3.44,11.14,"A imagem parece ser uma montagem para uma postagem em uma rede social, possivelmente TikTok, como indicado pelo logotipo no canto inferior esquerdo. O texto ""URGENTE"" está em destaque, sugerindo que o conteúdo é de alta importância. Há referências a ""GOLPE NA RÚSSIA"", o que pode indicar uma discussão sobre um suposto golpe ou evento político na Rússia. A presença de duas figuras em um fundo com a bandeira russa sugere que o foco da imagem está relacionado a políticos russos. O contexto sugere que a imagem foi criada para provocar reações ou discutir um evento atual. O grau de confiança é 0.7, pois a imagem parece ser uma montagem para fins de discussão ou humor, mas não há informações verificáveis sobre a veracidade do conteúdo.",0.7,triste,média,"['raiva', 'triste', 'triste']",153,large
SPEAKER_00," Esse aqui é o Yevgeny Prigozhin, um cara que já foi cozinheiro particular do próprio Putin",11.4,15.56,"A imagem parece ser uma captura de tela de um vídeo do TikTok, com uma legenda em português que diz ""Wagner head says forces to le..."". Há um logotipo do TikTok na parte inferior direita e um botão de ""Visitar"" em português. O contexto sugere que o vídeo está relacionado a uma discussão ou noticia sobre forças militares, possivelmente em um contexto político ou de conflito. O nível de confiança é 0.8.",0.8,neutro,média,"['neutro', 'triste', 'neutro']",153,large
SPEAKER_00," e que hoje lidera o chamado Grupo Wagner, que é um exército de mercenários  que até pouco tempo tava lutando do lado da Rússia.",15.56,21.44,"A imagem mostra uma captura de tela de uma publicação em uma plataforma de mídia social, possivelmente TikTok, com uma imagem de um grupo de pessoas vestidas com uniformes militares segurando bandeiras. No fundo, há um cenário urbano com edifícios danificados. O texto ""Russia-Ukraine"" está visível, sugerindo um contexto relacionado à guerra na Ucrânia. O nome ""Igor Bevilaqua"" está presente, possivelmente referindo-se ao criador da publicação ou ao usuário que compartilhou a imagem. O logotipo do TikTok está presente na parte inferior direita. O grau de confiança é 0.8.",0.8,neutro,média,"['neutro', 'neutro']",153,large
SPEAKER_00, Já não é de hoje que esse cara faz graves acusações ao ministro da defesa russa.,21.5,24.76,"A imagem parece ser uma captura de tela de um vídeo do TikTok, com uma legenda em português que diz ""Wagner head says forces to le..."". Há uma imagem de um homem com uma expressão agressiva e outra pessoa com uma expressão de surpresa ou desconforto. O texto ""HOJE"" está em destaque, sugerindo que o vídeo foi publicado recentemente. O logotipo do TikTok está presente na parte inferior direita, e há um botão de ""Visitar"" com o nome de usuário ""@igor.bevilaqua"". O contexto sugere que o vídeo pode estar relacionado a uma discussão ou noticiação sobre forças militares, possivelmente em um contexto político ou de conflito. O grau de confiança é 0.8.",0.8,raiva,média,"['raiva', 'raiva', 'neutro']",153,large
SPEAKER_00, Prigozhin basicamente acusa ele de ser responsável pela morte de vários dos seus homens.  Só que agora a situação ficou muito mais grave.,24.84,30.42,"A imagem parece ser uma captura de tela de um vídeo do TikTok, com o nome do usuário ""@igor.bevilaqua"" visível no canto inferior direito. O título do vídeo é ""Valor Econômico - Globo"", sugerindo que o vídeo está relacionado a uma matéria de notícias econômicas do canal Globo. O texto ""ACUSA"" está destacado em azul, possivelmente indicando um tema de acusação ou denúncia. O fundo do vídeo mostra duas figuras, uma vestida com um terno e a outra com uniforme militar, sugerindo um contexto de discussão sobre política ou segurança. O grau de confiança é 0.9.",0.9,triste,média,"['raiva', 'triste', 'triste']",153,large
SPEAKER_00, Eles se desentenderam e o Grupo Wagner se voltou contra a própria Rússia.,30.54,34.02,"A imagem mostra uma captura de tela de um artigo do site ""g1"", um portal de notícias brasileiro. O título do artigo é ""Líder de grupo ligado a Putin e governo russo se desentendem; mercenários se mobilizam e segurança de Moscou é reforçada"". O artigo está na seção ""MUNDO"" e o subtópico é ""GUERRA NA UCRÂNIA"". O logotipo do TikTok está presente na parte inferior direita, indicando que a imagem foi compartilhada em uma plataforma de vídeo social. O nome do autor do artigo é ""G..."", e a data é ""23/0..."". O nome do usuário do TikTok é ""@igor.bevilaga"". O contexto sugere que a imagem foi capturada de um vídeo no TikTok, possivelmente relacionado à notícia do artigo. O grau de confiança é 0.9.",0.0,raiva,média,"['raiva', 'triste', 'raiva']",153,large
SPEAKER_00," E agora, no início desse sábado, vários russos estão assustados  registrando a invasão do Grupo Wagner na cidade de Vostok.",34.1,40.18,"A imagem mostra duas pessoas em um ambiente urbano, com um caminhão militar ao fundo. A pessoa no primeiro plano está fazendo um gesto com a mão, enquanto a outra pessoa está atrás dela. Há o texto ""VÁRIOS"" em azul sobreposto à imagem. No canto inferior direito, há o logotipo do TikTok e o nome de usuário ""@igor.bevilaqua"". O contexto sugere que a imagem foi tirada em um ambiente público, possivelmente durante um evento ou uma situação notável, dada a presença do caminhão militar. O grau de confiança é 0.9.",0.9,triste,alta,"['triste', 'triste', 'triste']",153,large
SPEAKER_00, Eles já cercaram prédios do governo e tem tanque andando na rua no meio dos moradores.,40.36,44.38,"A imagem mostra um tanque militar em movimento em uma rua urbana. No fundo, há edifícios residenciais e um painel publicitário. No canto inferior direito, há uma pessoa com o rosto em primeiro plano, e o texto ""GOVERNO"" está escrito em branco sobre a imagem. O logotipo do TikTok e o nome de usuário ""@igor.bevilaqua"" estão visíveis no canto inferior direito. O contexto sugere que a imagem foi capturada em um vídeo de uma rede social, possivelmente TikTok, e o texto ""GOVERNO"" pode estar relacionado ao conteúdo do vídeo, que pode ser sobre um evento político ou militar. O grau de confiança é 0.8.",0.8,raiva,média,"['raiva', 'raiva', 'triste']",153,large
SPEAKER_00," E a coisa pode piorar muito porque eles estão seguindo em direção ao Kremlin em Moscou, na capital.",44.52,48.2,"A imagem parece ser uma captura de tela de um vídeo do TikTok, com o nome de usuário ""@igor.bevilaqua"" visível no canto inferior direito. O texto ""MEIO"" está escrito em letras maiúsculas no centro da imagem. O fundo parece ser uma imagem de um céu nublado. O grau de confiança é 0.9.",0.9,triste,média,"['raiva', 'triste', 'triste']",153,large
SPEAKER_00, O vice-chefe de Estado russo já publicou um vídeo literalmente implorando pra que o Grupo Wagner parasse.,48.46,52.98,"A imagem mostra duas pessoas em um ambiente interno, com uma parede de tijolinho à vista. A pessoa no fundo está vestindo uma jaqueta militar verde e uma camiseta listrada. A pessoa no primeiro plano está usando uma jaqueta preta. Ambas as pessoas estão sentadas. Há um logotipo do TikTok e um texto que parece ser um nome de usuário ""@igor.bevilaqua"" e outro ""@euromaidanpress"" no canto inferior direito da imagem. O contexto sugere que a imagem foi tirada de um vídeo do TikTok, possivelmente relacionado a um evento ou uma entrevista. O grau de confiança é 0.9.",0.9,raiva,média,"['raiva', 'raiva', 'neutro']",153,large
SPEAKER_00, O Putin tá chamando de punha alada pelas costas e disse que todos os envolvidos serão punidos.,53.08,57.28,"A imagem mostra duas pessoas em um ambiente interno, possivelmente um estúdio de televisão ou um local de gravação. A pessoa no fundo está vestida com um terno e gravata, enquanto a pessoa no primeiro plano está usando uma jaqueta preta. Há um logotipo do TikTok e o texto ""@igor.bevilaqua"" na imagem, indicando que o vídeo foi compartilhado na plataforma TikTok. O texto ""DE"" está presente na imagem, mas não há contexto claro sobre o que ele significa. O grau de confiança é 0.9.",0.9,raiva,baixa,"['raiva', 'neutro']",153,large
SPEAKER_00, Só que o Prigozhin segue...,57.3,58.58,"A imagem mostra uma pessoa com um fundo escuro e o rosto de outra pessoa em destaque no fundo. O texto ""PRIGOZHIN"" está em letras maiúsculas e brancas no centro da imagem. No canto inferior direito, há o logotipo do TikTok e o nome de usuário ""@igor.bevilaqua"". O contexto sugere que a imagem pode estar relacionada a uma postagem no TikTok, possivelmente envolvendo o nome ""PRIGOZHIN"". O grau de confiança é 0.9.",0.9,neutro,média,"['neutro', 'neutro']",153,large
SPEAKER_00," Ele revelou, inclusive, que o ministro da Defesa russo ordenou esconder 2 mil corpos dos seus homens  pra esconder o verdadeiro número de mortos da Rússia.",62.0,69.28,"A imagem parece ser uma captura de tela de um vídeo do TikTok, com uma interface do aplicativo visível no canto inferior direito. Há uma imagem de dois homens, um vestindo um terno e o outro em uniforme militar, com o texto ""DEFESA"" em letras maiúsculas no centro da imagem. O título do vídeo é ""Valor Econômico - Globo"", sugerindo que o vídeo pode estar relacionado a um programa de notícias ou análise econômica. O nome do usuário do TikTok é ""@igor.bevilaqua"". O contexto sugere que o vídeo pode ser uma análise ou discussão sobre defesa, possivelmente em relação a um programa de notícias econômico. O grau de confiança é 0.8.",0.8,triste,média,"['raiva', 'triste', 'triste']",153,large
SPEAKER_00, O Putin já mobilizou suas tropas e a gente pode estar prestes a ver uma guerra civil.,69.32,72.72,"A imagem parece ser uma captura de tela de um vídeo do TikTok, com o nome do usuário ""@igor.bevilaqua"" visível no canto inferior direito. O texto ""MOBILIZOU"" está escrito em azul na parte inferior da imagem. O fundo mostra uma cena noturna, possivelmente de um evento ou desfile, com luzes brilhantes e pessoas em trajes formais. O contexto sugere que o vídeo pode estar relacionado a uma mobilização ou manifestação, possivelmente em um evento público. O grau de confiança é 0.9.",0.9,raiva,baixa,"['raiva', 'triste']",153,large
SPEAKER_00," Pelos números, é praticamente impossível que o regime caia.  Mas isso representa uma reviravolta histórica na situação da Ucrânia.",72.92,78.2,"A imagem mostra um artigo do CNBC sobre conflitos militares, com destaque para a declaração de Putin sobre punir aqueles envolvidos em um suposto mutinio. O artigo foi publicado em 24 de junho de 2023, às 3:18 AM EDT, e atualizado 39 minutos antes da captura da imagem. O título do artigo é ""Putin vows to punish those involved in mutiny, accuses them of treason"". O nome da jornalista é Christine Wang, e o artigo está associado ao Twitter, com o nome de usuário @CHRISTIIINEEEE. No canto inferior direito, há um logotipo do TikTok e o nome de usuário @igor.bevilaqua. O contexto sugere que a imagem foi capturada de um feed de notícias em uma plataforma de mídia social. O grau de confiança é 0.9.",0.9,neutro,média,"['neutro', 'triste', 'neutro']",153,large
SPEAKER_00," Já que pra Rússia é gravíssimo ter que lidar com um exército de 25 mil homens nesse momento.  Novas informações estão chegando a todo momento, então é importantíssimo que você curta esse vídeo  e siga o perfil pra continuar se mantendo atualizado nesse momento histórico.  Porque vai afetar o mundo inteiro.",78.24,89.62,"A imagem mostra uma pessoa em um ambiente urbano, possivelmente em uma rua ou avenida. Há um poste com cabos elétricos e um sinal de trânsito ao fundo. A pessoa está usando um casaco preto e parece estar falando para a câmera. Há o logotipo do TikTok e o nome de usuário ""@igor.bevilaqua"" na parte inferior direita da imagem. A palavra ""QUE"" está escrita em azul na parte central da imagem. O contexto sugere que a pessoa está gravando um vídeo para o TikTok. O grau de confiança é 0.9.",0.9,neutro,média,"['neutro', 'triste', 'neutro']",153,large
SPEAKER_00," E o pai dos pobres vai roubando o povo, a picanha e a cerveja  Faz o L e fica caladinho, se a calma cabe num pouquinho  Voltou no L para tirar, agora eu quero, cês vão tomar  Faz o L e fica caladinho, se a calma cabe num pouquinho  E o pai dos pobres vai roubando o povo, a picanha e a cerveja  Faz o L e fica caladinho, se a calma cabe num pouquinho  Faz o L  Faz o L  Faz o L",0.0,48.18,"A imagem é um meme com texto em português, apresentando duas pessoas em um fundo azul claro. O texto menciona o nome ""Lula"" e faz referência a um governo, falta de verba para cumprir pisos de saúde e educação, e insustentabilidade fiscal. O texto é atribuído à ""Folha de S.Paulo"". O fundo inferior da imagem mostra um fragmento da bandeira do Brasil com o texto ""FALTA DE VERBA NA SAÚDE E EDUCAÇÃO"". O contexto sugere que o meme é de origem online, possivelmente de uma rede social, e o grau de confiança é 0.9.",0.9,raiva,alta,"['raiva', 'raiva', 'raiva']",154,large
Unknown, Faz o L   Faz o L,48.18,54.44,"A imagem é um meme com texto em português, apresentando duas pessoas em um fundo azul claro. O texto menciona o nome ""Lula"" e faz referência a um governo, falta de verba para cumprir pisos de saúde e educação, e insustentabilidade fiscal. O texto é atribuído à ""Folha de S.Paulo"". O fundo inferior da imagem mostra um fragmento da bandeira do Brasil com o texto ""FALTA DE VERBA NA SAÚDE E EDUCAÇÃO"". O contexto sugere que o meme é de origem online, possivelmente de uma rede social, e o grau de confiança é 0.9.",0.9,feliz,média,"['feliz', 'feliz', 'neutro']",154,large
SPEAKER_00," É cara de pau  É cara de pau  É cara de malandro, barbudim não vale",54.44,59.64,"A imagem é um meme com texto em português, apresentando duas pessoas em um fundo azul claro. O texto menciona o nome ""Lula"" e faz referência a um governo, falta de verba para cumprir pisos de saúde e educação, e insustentabilidade fiscal. O texto é atribuído à ""Folha de S.Paulo"". O fundo inferior da imagem mostra um fragmento da bandeira do Brasil com o texto ""FALTA DE VERBA NA SAÚDE E EDUCAÇÃO"". O contexto sugere que o meme é de origem online, possivelmente de uma rede social, e o grau de confiança é 0.9.",0.9,raiva,média,"['raiva', 'raiva', 'triste']",154,large
SPEAKER_00, Foi revelado fraude nas eleições?,0.0,1.96,"Uma mão está derramando café em uma xícara branca em uma superfície de mármore. O café está sendo derramado de um recipiente preto. No canto superior esquerdo da imagem, há um logotipo do TikTok e o texto ""@mercadoemsegundos"". O contexto sugere que a imagem foi tirada de um vídeo do TikTok, possivelmente mostrando um momento cotidiano ou uma receita de café. O grau de confiança é 0.9.",0.9,triste,média,"['raiva', 'triste', 'triste']",155,large
SPEAKER_00," Alexandre Cordeiro, chefe do Conselho Administrativo,",2.38,5.48,"A imagem é uma montagem com textos em português e imagens de pessoas. O texto principal, em letras grandes e coloridas, diz ""HOUVE FRAUDE NAS ELEIÇÕES?"" e é acompanhado do logotipo do TikTok e do nome de usuário ""@mercadoemsegundos"". A imagem parece ser uma publicação em uma plataforma de mídia social, possivelmente TikTok, relacionada a discussões sobre eleições e fraude. O contexto sugere uma discussão política, possivelmente relacionada a eleições brasileiras, dada a referência às ""eleições"" e o uso de um termo comum em português para ""fraude"". O grau de confiança é 0.8.",0.8,neutro,alta,"['neutro', 'neutro', 'neutro']",155,large
SPEAKER_00," determinou a abertura de uma investigação em cima de empresas de pesquisa como Datafolha, IPEC e IPESP.",5.56,11.94,"A imagem mostra uma pessoa segurando um cartaz com uma foto de um homem em traje formal. O cartaz tem o título ""ESTADÃO"" no topo, sugerindo que o material está relacionado a um jornal ou matéria publicada por essa empresa. O texto no cartaz menciona ""Presidente do Cade manda abrir inquérito para investigar Dr. [nome]"". O texto ""determinou a"" está destacado em amarelo, indicando que pode ser um erro de digitação ou um efeito visual. O logotipo do TikTok e o texto ""@mercadoemsegundos"" sugerem que a imagem foi compartilhada em uma rede social. O contexto sugere que pode ser uma notícia ou um debate sobre uma decisão tomada por um presidente de uma entidade reguladora, possivelmente relacionada à concorrência, e que está sendo discutida em um ambiente de mídia social. O grau de confiança é 0.95.",0.95,raiva,baixa,"['raiva', 'triste', 'neutro']",155,large
SPEAKER_00," Segundo ele, todos os institutos erraram, favorecendo muito um candidato",12.14,16.68,"A imagem mostra uma pessoa sentada em uma mesa, com um fundo simples e um logotipo do ""Instituto de Pesquisas"" (Ipec) ao fundo. O logotipo é composto por formas geométricas coloridas. Há também o texto ""Datafolha"" no topo da imagem, sugerindo que o evento ou a atividade está relacionado a pesquisas ou estudos. A pessoa está vestindo uma camisa branca e parece estar em uma sala de reuniões ou de entrevistas. O texto ""Ipec e Ipespepe"" está escrito em cima da pessoa, possivelmente como um título ou descrição do vídeo. O logotipo do TikTok e o nome de usuário ""@mercadoemsegundos"" estão no canto inferior direito, indicando que o vídeo foi compartilhado na plataforma TikTok. O contexto sugere que pode ser um evento de apresentação de dados ou pesquisas, possivelmente relacionado ao Ipec. O grau de confiança é 0.9.",0.9,triste,média,"['raiva', 'triste', 'triste']",155,large
SPEAKER_00, e que a atitude pode ser classificada como um crime eleitoral.,16.68,19.94,"A imagem mostra um homem falando em um microfone, com um fundo azul e um logotipo em forma de ""E"". Há textos em português na imagem, incluindo ""todos os institutos"", ""FIBE"", e ""FÓRUM DE"", seguido de um nome de usuário ""@mercadoemsegundos"" e o logotipo do TikTok. O contexto sugere que o homem está participando de um evento ou fórum relacionado a institutos, possivelmente em um ambiente de mídia social ou de comunicação. O grau de confiança é 0.9.",0.9,raiva,baixa,"['raiva', 'triste']",155,large
SPEAKER_00," Em algumas análises, a equipe de Alexandre detectou diferenças gigantes nos resultados das pesquisas",20.04,25.86,"A imagem mostra uma cena de votação em uma cela, sugerindo um contexto eleitoral. Há pessoas vestindo roupas prisionais, incluindo um homem com uma máscara facial e um chapéu, e outra pessoa vestindo um uniforme preto. Há um cartaz com o texto ""JUÍZA ELEITORAL"" e ""CRIME ELEITORAL"" em letras grandes e vermelhas, que parece ser um efeito de edição. O logotipo do TikTok e o texto ""@mercadoemsegundos"" indicam que a imagem foi compartilhada em uma plataforma de mídia social. O contexto sugere uma crítica ou ironia sobre o processo eleitoral, possivelmente em um país onde a prisão é comum. O grau de confiança é 0.8.",0.8,neutro,média,"['neutro', 'triste', 'neutro']",155,large
SPEAKER_00," com o real resultado das urnas,",25.86,27.64,"A imagem mostra duas pessoas em um ambiente interno, possivelmente um escritório ou sala de reuniões. Ambas estão vestindo roupas formais, com um homem no centro usando uma camisa azul e uma jaqueta sem mangas. Há um texto em português na imagem que parece ser uma legenda ou subtítulo, mas não está completo. O texto lê ""das pesquisas com"". O logotipo do TikTok está presente na parte inferior direita da imagem, indicando que o vídeo foi compartilhado na plataforma. O nome do perfil do TikTok é ""@mercadoemsegundos"". O contexto sugere que pode ser um vídeo de uma reunião ou apresentação, possivelmente relacionado a pesquisas ou estudos, dado o texto na imagem. O grau de confiança é 0.8.",0.8,neutro,média,"['neutro', 'triste', 'neutro']",155,large
SPEAKER_00," onde de 19 institutos, 10 teriam errado a quantidade de votos em Lula, acima da margem de erro,",27.64,33.8,"A imagem mostra uma rua urbana com pessoas caminhando. No canto inferior direito, há um logotipo do TikTok e o texto ""@mercadoemsegundos"". O texto ""onde de 19 institutos,"" está escrito em destaque na parte inferior da imagem. O contexto sugere que a imagem foi capturada de um vídeo do TikTok, possivelmente de um canal chamado ""@mercadoemsegundos"". O grau de confiança é 0.95.",0.95,triste,média,"['raiva', 'triste', 'triste']",155,large
SPEAKER_00," enquanto 18 erraram a quantidade de votos em Bolsonaro, abaixo dessa margem de confiança.",34.0,39.28,"A imagem mostra um gráfico comparando pesquisas eleitorais com os resultados das urnas. O título sugere que há uma diferença entre as pesquisas e os resultados oficiais. O gráfico inclui dados de várias instituições de pesquisa, como Ipec/Globo, Datafolha, Ipespe, entre outras, com as porcentagens de cada instituição e a diferença em relação ao resultado das urnas. O texto ""10 teriam errado"" está destacado em destaque amarelo, sugerindo que 10 instituições de pesquisa teriam sido incorretas. O logotipo da CNN Brasil está presente no canto superior esquerdo, indicando que o gráfico foi publicado por essa rede de televisão. O gráfico foi compartilhado em uma plataforma de mídia social, como TikTok, conforme indicado pelo logotipo no canto inferior direito. O contexto sugere que é uma análise sobre as precisões das pesquisas eleitorais em comparação com os resultados oficiais. O grau de confiança é 0.9, indicando uma alta probabilidade de que o texto e o contexto sejam precisos.",0.9,neutro,média,"['neutro', 'triste', 'neutro']",155,large
SPEAKER_00," O Brasil é um verdadeiro cabaré.  Esse é o sentimento que eu tenho.  É um verdadeiro cabaré, é muito difícil dar certo.  Sabe, a gente chega aqui na Câmara, no Congresso Nacional,",0.0,11.46,"A imagem mostra um parlamentar em um discurso na Câmara dos Deputados, Brasil. Há um logotipo do TikTok e o nome de usuário ""@deivson307"" na parte inferior esquerda. O texto ""D' TUDO NEWS"" está presente no topo da imagem. A imagem também inclui a bandeira do Brasil e o logotipo da Câmara dos Deputados. O contexto sugere que o vídeo foi compartilhado em uma plataforma de mídia social, possivelmente TikTok, e o parlamentar está discursando em um evento legislativo. O grau de confiança é 0.95.",0.95,raiva,baixa,"['raiva', 'triste', 'neutro']",156,large
SPEAKER_00, dá um desgosto tão grande de ver a que ponto a política chegou.  Governo Lula ameaçando tirar cargos e verbas dos deputados que assinaram seu impeachment.,12.3,24.08,"A imagem parece ser uma montagem de fotos de políticos brasileiros, com destaque para depoimentos ou discursos. O texto em destaque na imagem é de um artigo do ""Folha de S.Paulo"", um jornal brasileiro, que menciona o governo Lula e o Congresso Nacional. O texto sugere uma discussão sobre ameaças de impeachment e remoção de cargos. O contexto sugere que a imagem foi compartilhada em uma plataforma de mídia social, como TikTok, indicado pelo logotipo no canto inferior direito. O grau de confiança é 0.9, pois a imagem parece ser uma montagem para fins de discussão ou humor, e não um registro de um evento real.",0.9,triste,média,"['raiva', 'triste', 'triste']",156,large
SPEAKER_00," Sabe, eu não vou nem falar que isso chega a ser criminoso,  porque todo mundo sabe que é criminoso,  mas é tão vergonhoso o povo brasileiro tomar ciência de que o governo está ameaçando o deputado.  Ameaçando tirar cargo, tirar verba, porque não quer ser impeachmado.  Qual é a moral desses deputados?  Qual é a moral desses deputados diante da sociedade?  E aqui eu não estou falando nem dos deputados de esquerda, não.  Sabe, eu gosto da previsibilidade dos deputados de esquerda,  principalmente daqueles que são mais aliados ao Lula.  E eu sei que não presta mesmo.  Porque para estar aliado ao Lula, um bandido, tem que no mínimo seguir os passos do seu líder.  E eu não estou falando deles.  Agora, aquele deputado que se vende como o cara que é livre, que é autônomo,  alguns dizem até que é oposição, vai ver a votação.  Está lá, vota quase que 100% com o governo Lula.  Numa hora importante, tem medo.  Aí vai o Lula e ameaça tirar cargo e verba.  Aí fica com medo, tira assinatura. É uma vergonha.  Eu chego a dizer que, na verdade, esses são as prostitutas da política brasileira.  Que se vende.  Literalmente se vende.  Como é que o Brasil dá certo desse jeito?  Eu estou falando aqui até como um desabafo.  É muito bom.  É muito bom saber que ninguém vai pegar nessa monecazinha aqui, ó.  Ninguém vai pegar nessa moneca.  Eu não tenho cargo.  Governo Lula não me dá verba.  Fui eleito para ser oposição.  Vou ser oposição.  Continuo achando que o Lula...  O Lula é um bandido.  Mas é muito difícil o Brasil dar certo desse jeito.",26.040000000000006,122.1,"A imagem parece ser uma montagem de três capturas de tela de um evento político, possivelmente em uma sessão da Câmara dos Deputados do Brasil, conforme indicado pelo texto ""CÂMARA DOS DEPUTADOS"" e o logotipo da TikTok. O texto ""D' TUDO NEWS"" sugere que a imagem foi compartilhada por uma conta de notícias ou jornalismo. O texto ""DEP. ANDRÉ FERNANDES FAZ DESABAFO SOBRE O BRASIL"" indica que um deputado, André Fernandes, está fazendo um discurso ou pronunciamento sobre o Brasil. O logotipo da TikTok e o nome de usuário ""@deivson307"" sugerem que a imagem foi compartilhada em uma plataforma de mídia social. O grau de confiança é 0.95.",0.95,raiva,média,"['raiva', 'raiva', 'triste']",156,large
SPEAKER_00, Fuck off,3.14,4.8,"A imagem mostra uma pessoa vestida com um terno, sentada em um ambiente que parece ser um estúdio de TV ou de gravação de vídeo. Ao fundo, há um texto em português que diz: ""A bala que matou a democracia brasileira. Segundo o entendimento da suprema corte."" Além disso, há um logotipo do TikTok e um perfil de usuário ""@noticiapoliticadiaria"". O contexto sugere que pode ser um vídeo de notícias ou discussão política, possivelmente em um formato de vídeo curto ou de redes sociais. O grau de confiança é 0.9.",0.9,raiva,média,"['raiva', 'raiva']",157,large
SPEAKER_00," O jornal Globo pediu desculpas públicas nesta terça-feira, depois de compartilhar no perfil oficial no X",0.0,5.6,"A imagem parece ser uma captura de tela de um vídeo do TikTok, com uma interface de usuário típica do aplicativo, incluindo o logotipo do TikTok e o nome de usuário ""@srz_entrenimento"". O fundo da imagem mostra uma animação de um mapa do mundo com números e linhas que parecem representar algum tipo de gráfico ou dados. O texto principal na imagem, em português, parece ser uma crítica ou comentário sobre a Globo, uma rede de televisão brasileira, e menciona ""Bolsonaro"", referindo-se ao presidente do Brasil. O texto sugere que a Globo está fazendo piadas ou criticando o presidente, e que ele está pedindo desculpas. O contexto sugere que o vídeo pode ser um meme ou um vídeo de humor relacionado à política brasileira. O grau de confiança é 0.95.",0.95,neutro,média,"['neutro', 'neutro']",158,large
SPEAKER_00," uma notícia em tom de deboche sobre o ex-presidente Jair Bolsonaro.  A publicação, intitulada Intestino de Bolsonaro se adianta e já está preso,",5.6,12.94,"A imagem parece ser uma captura de tela de um post em uma rede social, possivelmente TikTok, com uma imagem de um homem em um leito de hospital. O texto em destaque é em português e menciona ""Jornal O Globo"", um noticiário brasileiro. O título do post sugere uma crítica humorística ou satírica, usando o nome ""Bolsonaro"" de forma repetitiva e com um tom sarcástico. O texto principal do post fala sobre o intestino de Bolsonaro, sugerindo que ele está em um estado de saúde precário. O logotipo do TikTok está presente na parte inferior direita da imagem. O contexto sugere que o post é de uma página de notícias ou de um usuário que compartilha notícias, possivelmente com um tom de ironia ou sarcasmo. O grau de confiança é 0.8.",0.8,raiva,média,"['raiva', 'raiva', 'triste']",158,large
SPEAKER_00," foi originalmente produzida pelo site humorístico Sensacionalista.  Em nota, o jornal alegou que houve um erro de edição ao não identificar que o texto era uma coluna de humor.  E aí então, Piotr, a publicação foi, claro, removida depois, uma enxurrada de críticas dos leitores, dos internautas,  em razão dessa publicação que a gente, inclusive...",12.94,28.72,"A imagem parece ser uma captura de tela de um vídeo do TikTok, com uma postagem do Jornal O Globo. O texto principal na imagem é em português e menciona uma correção de erro de edição no jornal. O texto sugere que o jornal alegou que houve um erro de edição, mas não especifica o erro. O vídeo parece ter sido publicado às 9:05 AM em 15 de abril de 2025, com 1.7 milhões de visualizações. O logotipo do TikTok está presente na parte inferior da imagem. O contexto sugere que o vídeo é sobre uma correção de erro publicada pelo Jornal O Globo em sua conta no TikTok. O grau de confiança é 1.",1.0,raiva,média,"['raiva', 'raiva', 'triste']",158,large
SPEAKER_01, Não sabia que era humor.,28.72,30.9,"A imagem parece ser uma captura de tela de um vídeo do TikTok, com uma postagem do Jornal O Globo. O texto principal na imagem é em português e menciona uma correção de erro de edição no jornal. O texto sugere que o jornal alegou que houve um erro de edição, mas não especifica o erro. O vídeo parece ter sido publicado às 9:05 AM em 15 de abril de 2025, com 1.7 milhões de visualizações. O logotipo do TikTok está presente na parte inferior da imagem. O contexto sugere que o vídeo é sobre uma correção de erro publicada pelo Jornal O Globo em sua conta no TikTok. O grau de confiança é 1.",1.0,neutro,média,"['neutro', 'triste', 'neutro']",158,large
SPEAKER_01," Tá, só isso.",31.12,32.32,"A imagem parece ser uma captura de tela de um vídeo do TikTok, com um fundo azul e um mapa do mundo. Há um texto em português que diz ""GLOBO ZOMBA DE BOLSONARO E PEDE DESCULPAS"", sugerindo que o vídeo está relacionado a uma crítica ou discussão sobre o presidente brasileiro Jair Bolsonaro. O logotipo do TikTok está presente no canto inferior direito. O texto ""A SÉTIMA CIRURGIA É"" está em destaque em amarelo, mas o restante do texto é cortado e não é completamente visível. O contexto sugere que o vídeo pode estar envolvendo uma discussão sobre política ou saúde, possivelmente relacionada a uma cirurgia do presidente. O grau de confiança é 0.9.",0.9,neutro,média,"['neutro', 'neutro']",158,large
SPEAKER_00, Exibe aqui na tela para quem nos acompanha no canal da Oeste pelo YouTube.,33.26,37.26,"A imagem parece ser uma captura de tela de um vídeo do TikTok, com um fundo azul e um mapa do mundo. Há um texto em português que diz ""GLOBO ZOMBA DE BOLSONARO E PEDE DESCULPAS"", sugerindo que o vídeo está relacionado a uma crítica ou discussão sobre o presidente brasileiro Jair Bolsonaro. O logotipo do TikTok está presente no canto inferior direito. O texto ""A SÉTIMA CIRURGIA É"" está em destaque em amarelo, mas o restante do texto é cortado e não é completamente visível. O contexto sugere que o vídeo pode estar envolvendo uma discussão sobre política ou saúde, possivelmente relacionada a uma cirurgia do presidente. O grau de confiança é 0.9.",0.9,neutro,média,"['neutro', 'neutro']",158,large
